"Year","County","Sex","Age","Harvest_Increase","year_freq","Class","Value","Class_Specify","Sex2","N_preharvest"
2029,"Jackson","All","All",1,"2028","precFawn",37.7998580553584,"Fawn",NA,NA
2030,"Jackson","All","All",1,"2028","precFawn",37.3223140495868,"Fawn",NA,NA
2031,"Jackson","All","All",1,"2028","precFawn",37.2516556291391,"Fawn",NA,NA
2032,"Jackson","All","All",1,"2028","precFawn",37.1853574055183,"Fawn",NA,NA
2033,"Jackson","All","All",1,"2028","precFawn",37.1626610771026,"Fawn",NA,NA
2034,"Jackson","All","All",1,"2028","precFawn",37.1435406698565,"Fawn",NA,NA
2035,"Jackson","All","All",1,"2028","precFawn",37.141346662181,"Fawn",NA,NA
2026,"Jackson","All","All",0.1,"2029","precFawn",40.2341028380324,"Fawn",NA,NA
2027,"Jackson","All","All",0.1,"2029","precFawn",37.1558901400364,"Fawn",NA,NA
2028,"Jackson","All","All",0.1,"2029","precFawn",37.7002463331777,"Fawn",NA,NA
2029,"Jackson","All","All",0.1,"2029","precFawn",37.2880252579501,"Fawn",NA,NA
2030,"Jackson","All","All",0.1,"2029","precFawn",37.2821732191134,"Fawn",NA,NA
2031,"Jackson","All","All",0.1,"2029","precFawn",37.1851416250122,"Fawn",NA,NA
2032,"Jackson","All","All",0.1,"2029","precFawn",37.1650651011774,"Fawn",NA,NA
2033,"Jackson","All","All",0.1,"2029","precFawn",37.14488051516,"Fawn",NA,NA
2034,"Jackson","All","All",0.1,"2029","precFawn",37.1426680783483,"Fawn",NA,NA
2035,"Jackson","All","All",0.1,"2029","precFawn",37.1374914826079,"Fawn",NA,NA
2026,"Jackson","All","All",0.2,"2029","precFawn",40.2789831631767,"Fawn",NA,NA
2027,"Jackson","All","All",0.2,"2029","precFawn",37.2118280100706,"Fawn",NA,NA
2028,"Jackson","All","All",0.2,"2029","precFawn",37.7271581070858,"Fawn",NA,NA
2029,"Jackson","All","All",0.2,"2029","precFawn",37.2983940300561,"Fawn",NA,NA
2030,"Jackson","All","All",0.2,"2029","precFawn",37.333150091907,"Fawn",NA,NA
2031,"Jackson","All","All",0.2,"2029","precFawn",37.194722882436,"Fawn",NA,NA
2032,"Jackson","All","All",0.2,"2029","precFawn",37.1711094976316,"Fawn",NA,NA
2033,"Jackson","All","All",0.2,"2029","precFawn",37.1501979029234,"Fawn",NA,NA
2034,"Jackson","All","All",0.2,"2029","precFawn",37.1429567886165,"Fawn",NA,NA
2035,"Jackson","All","All",0.2,"2029","precFawn",37.138252399972,"Fawn",NA,NA
2026,"Jackson","All","All",0.3,"2029","precFawn",40.3275102145868,"Fawn",NA,NA
2027,"Jackson","All","All",0.3,"2029","precFawn",37.2679878411194,"Fawn",NA,NA
2028,"Jackson","All","All",0.3,"2029","precFawn",37.7447279240048,"Fawn",NA,NA
2029,"Jackson","All","All",0.3,"2029","precFawn",37.2998418728076,"Fawn",NA,NA
2030,"Jackson","All","All",0.3,"2029","precFawn",37.3812459206614,"Fawn",NA,NA
2031,"Jackson","All","All",0.3,"2029","precFawn",37.2040627214419,"Fawn",NA,NA
2032,"Jackson","All","All",0.3,"2029","precFawn",37.1788560071477,"Fawn",NA,NA
2033,"Jackson","All","All",0.3,"2029","precFawn",37.1532672977278,"Fawn",NA,NA
2034,"Jackson","All","All",0.3,"2029","precFawn",37.145063998823,"Fawn",NA,NA
2035,"Jackson","All","All",0.3,"2029","precFawn",37.1409041364149,"Fawn",NA,NA
2026,"Jackson","All","All",0.4,"2029","precFawn",40.3753711876364,"Fawn",NA,NA
2027,"Jackson","All","All",0.4,"2029","precFawn",37.3165471410286,"Fawn",NA,NA
2028,"Jackson","All","All",0.4,"2029","precFawn",37.7560008808632,"Fawn",NA,NA
2029,"Jackson","All","All",0.4,"2029","precFawn",37.2959566245602,"Fawn",NA,NA
2030,"Jackson","All","All",0.4,"2029","precFawn",37.4284236934332,"Fawn",NA,NA
2031,"Jackson","All","All",0.4,"2029","precFawn",37.2119793565221,"Fawn",NA,NA
2032,"Jackson","All","All",0.4,"2029","precFawn",37.1879030550369,"Fawn",NA,NA
2033,"Jackson","All","All",0.4,"2029","precFawn",37.1574349657918,"Fawn",NA,NA
2034,"Jackson","All","All",0.4,"2029","precFawn",37.146462195477,"Fawn",NA,NA
2035,"Jackson","All","All",0.4,"2029","precFawn",37.1411856474259,"Fawn",NA,NA
2026,"Jackson","All","All",0.5,"2029","precFawn",40.4278468723322,"Fawn",NA,NA
2027,"Jackson","All","All",0.5,"2029","precFawn",37.3648660884052,"Fawn",NA,NA
2028,"Jackson","All","All",0.5,"2029","precFawn",37.7603866958223,"Fawn",NA,NA
2029,"Jackson","All","All",0.5,"2029","precFawn",37.2853771665717,"Fawn",NA,NA
2030,"Jackson","All","All",0.5,"2029","precFawn",37.4749620637329,"Fawn",NA,NA
2031,"Jackson","All","All",0.5,"2029","precFawn",37.218349813584,"Fawn",NA,NA
2032,"Jackson","All","All",0.5,"2029","precFawn",37.1930395186209,"Fawn",NA,NA
2033,"Jackson","All","All",0.5,"2029","precFawn",37.1591836734694,"Fawn",NA,NA
2034,"Jackson","All","All",0.5,"2029","precFawn",37.14514112366,"Fawn",NA,NA
2035,"Jackson","All","All",0.5,"2029","precFawn",37.140445158235,"Fawn",NA,NA
2026,"Jackson","All","All",0.6,"2029","precFawn",40.480420966309,"Fawn",NA,NA
2027,"Jackson","All","All",0.6,"2029","precFawn",37.4064651302005,"Fawn",NA,NA
2028,"Jackson","All","All",0.6,"2029","precFawn",37.7590114937917,"Fawn",NA,NA
2029,"Jackson","All","All",0.6,"2029","precFawn",37.2709064673831,"Fawn",NA,NA
2030,"Jackson","All","All",0.6,"2029","precFawn",37.5179140553143,"Fawn",NA,NA
2031,"Jackson","All","All",0.6,"2029","precFawn",37.221853382734,"Fawn",NA,NA
2032,"Jackson","All","All",0.6,"2029","precFawn",37.1995101935595,"Fawn",NA,NA
2033,"Jackson","All","All",0.6,"2029","precFawn",37.1611567574562,"Fawn",NA,NA
2034,"Jackson","All","All",0.6,"2029","precFawn",37.1488596738212,"Fawn",NA,NA
2035,"Jackson","All","All",0.6,"2029","precFawn",37.139376006266,"Fawn",NA,NA
2026,"Jackson","All","All",0.7,"2029","precFawn",40.5379945572535,"Fawn",NA,NA
2027,"Jackson","All","All",0.7,"2029","precFawn",37.4434520357267,"Fawn",NA,NA
2028,"Jackson","All","All",0.7,"2029","precFawn",37.7504983737278,"Fawn",NA,NA
2029,"Jackson","All","All",0.7,"2029","precFawn",37.2430471584039,"Fawn",NA,NA
2030,"Jackson","All","All",0.7,"2029","precFawn",37.5548816367175,"Fawn",NA,NA
2031,"Jackson","All","All",0.7,"2029","precFawn",37.229319561475,"Fawn",NA,NA
2032,"Jackson","All","All",0.7,"2029","precFawn",37.2038076197833,"Fawn",NA,NA
2033,"Jackson","All","All",0.7,"2029","precFawn",37.1630558722919,"Fawn",NA,NA
2034,"Jackson","All","All",0.7,"2029","precFawn",37.1498591420261,"Fawn",NA,NA
2035,"Jackson","All","All",0.7,"2029","precFawn",37.1399650317475,"Fawn",NA,NA
2026,"Jackson","All","All",0.8,"2029","precFawn",40.5944828569392,"Fawn",NA,NA
2027,"Jackson","All","All",0.8,"2029","precFawn",37.4755186058595,"Fawn",NA,NA
2028,"Jackson","All","All",0.8,"2029","precFawn",37.7302971079734,"Fawn",NA,NA
2029,"Jackson","All","All",0.8,"2029","precFawn",37.2122267363126,"Fawn",NA,NA
2030,"Jackson","All","All",0.8,"2029","precFawn",37.5976234967179,"Fawn",NA,NA
2031,"Jackson","All","All",0.8,"2029","precFawn",37.232716463707,"Fawn",NA,NA
2032,"Jackson","All","All",0.8,"2029","precFawn",37.2133275638252,"Fawn",NA,NA
2033,"Jackson","All","All",0.8,"2029","precFawn",37.1642979514031,"Fawn",NA,NA
2034,"Jackson","All","All",0.8,"2029","precFawn",37.1504724981827,"Fawn",NA,NA
2035,"Jackson","All","All",0.8,"2029","precFawn",37.1416054130361,"Fawn",NA,NA
2026,"Jackson","All","All",0.9,"2029","precFawn",40.6556779892542,"Fawn",NA,NA
2027,"Jackson","All","All",0.9,"2029","precFawn",37.4984499648659,"Fawn",NA,NA
2028,"Jackson","All","All",0.9,"2029","precFawn",37.7072172533511,"Fawn",NA,NA
2029,"Jackson","All","All",0.9,"2029","precFawn",37.1704114086386,"Fawn",NA,NA
2030,"Jackson","All","All",0.9,"2029","precFawn",37.6275315973808,"Fawn",NA,NA
2031,"Jackson","All","All",0.9,"2029","precFawn",37.2324489018662,"Fawn",NA,NA
2032,"Jackson","All","All",0.9,"2029","precFawn",37.2145130490134,"Fawn",NA,NA
2033,"Jackson","All","All",0.9,"2029","precFawn",37.1633018144646,"Fawn",NA,NA
2034,"Jackson","All","All",0.9,"2029","precFawn",37.15451535915,"Fawn",NA,NA
2035,"Jackson","All","All",0.9,"2029","precFawn",37.143961850754,"Fawn",NA,NA
2026,"Jackson","All","All",1,"2029","precFawn",40.718875128038,"Fawn",NA,NA
2027,"Jackson","All","All",1,"2029","precFawn",37.5200427578835,"Fawn",NA,NA
2028,"Jackson","All","All",1,"2029","precFawn",37.6715957805501,"Fawn",NA,NA
2029,"Jackson","All","All",1,"2029","precFawn",37.1311921611323,"Fawn",NA,NA
2030,"Jackson","All","All",1,"2029","precFawn",37.6681373076509,"Fawn",NA,NA
2031,"Jackson","All","All",1,"2029","precFawn",37.2345865066337,"Fawn",NA,NA
2032,"Jackson","All","All",1,"2029","precFawn",37.2173349883966,"Fawn",NA,NA
2033,"Jackson","All","All",1,"2029","precFawn",37.166224340573,"Fawn",NA,NA
2034,"Jackson","All","All",1,"2029","precFawn",37.1498504215393,"Fawn",NA,NA
2035,"Jackson","All","All",1,"2029","precFawn",37.143871725532,"Fawn",NA,NA
2026,"Jackson","All","All",0.1,"2030","precFawn",40.2341028380324,"Fawn",NA,NA
2027,"Jackson","All","All",0.1,"2030","precFawn",37.1558901400364,"Fawn",NA,NA
2028,"Jackson","All","All",0.1,"2030","precFawn",37.7002463331777,"Fawn",NA,NA
2029,"Jackson","All","All",0.1,"2030","precFawn",37.2880252579501,"Fawn",NA,NA
2030,"Jackson","All","All",0.1,"2030","precFawn",37.2398758010174,"Fawn",NA,NA
2031,"Jackson","All","All",0.1,"2030","precFawn",37.2261565954067,"Fawn",NA,NA
2032,"Jackson","All","All",0.1,"2030","precFawn",37.1674361444182,"Fawn",NA,NA
2033,"Jackson","All","All",0.1,"2030","precFawn",37.1520539035007,"Fawn",NA,NA
2034,"Jackson","All","All",0.1,"2030","precFawn",37.1433836463237,"Fawn",NA,NA
2035,"Jackson","All","All",0.1,"2030","precFawn",37.136894543741,"Fawn",NA,NA
2026,"Jackson","All","All",0.2,"2030","precFawn",40.2789831631767,"Fawn",NA,NA
2027,"Jackson","All","All",0.2,"2030","precFawn",37.2118280100706,"Fawn",NA,NA
2028,"Jackson","All","All",0.2,"2030","precFawn",37.7271581070858,"Fawn",NA,NA
2029,"Jackson","All","All",0.2,"2030","precFawn",37.2983940300561,"Fawn",NA,NA
2030,"Jackson","All","All",0.2,"2030","precFawn",37.2409406526617,"Fawn",NA,NA
2031,"Jackson","All","All",0.2,"2030","precFawn",37.2771131178539,"Fawn",NA,NA
2032,"Jackson","All","All",0.2,"2030","precFawn",37.1775551812783,"Fawn",NA,NA
2033,"Jackson","All","All",0.2,"2030","precFawn",37.1620298677489,"Fawn",NA,NA
2034,"Jackson","All","All",0.2,"2030","precFawn",37.1466881201395,"Fawn",NA,NA
2035,"Jackson","All","All",0.2,"2030","precFawn",37.1394705649941,"Fawn",NA,NA
2026,"Jackson","All","All",0.3,"2030","precFawn",40.3275102145868,"Fawn",NA,NA
2027,"Jackson","All","All",0.3,"2030","precFawn",37.2679878411194,"Fawn",NA,NA
2028,"Jackson","All","All",0.3,"2030","precFawn",37.7447279240048,"Fawn",NA,NA
2029,"Jackson","All","All",0.3,"2030","precFawn",37.2998418728076,"Fawn",NA,NA
2030,"Jackson","All","All",0.3,"2030","precFawn",37.244666364049,"Fawn",NA,NA
2031,"Jackson","All","All",0.3,"2030","precFawn",37.3285989498735,"Fawn",NA,NA
2032,"Jackson","All","All",0.3,"2030","precFawn",37.1839309051651,"Fawn",NA,NA
2033,"Jackson","All","All",0.3,"2030","precFawn",37.1670310866052,"Fawn",NA,NA
2034,"Jackson","All","All",0.3,"2030","precFawn",37.1489126076413,"Fawn",NA,NA
2035,"Jackson","All","All",0.3,"2030","precFawn",37.1437339368599,"Fawn",NA,NA
2026,"Jackson","All","All",0.4,"2030","precFawn",40.3753711876364,"Fawn",NA,NA
2027,"Jackson","All","All",0.4,"2030","precFawn",37.3165471410286,"Fawn",NA,NA
2028,"Jackson","All","All",0.4,"2030","precFawn",37.7560008808632,"Fawn",NA,NA
2029,"Jackson","All","All",0.4,"2030","precFawn",37.2959566245602,"Fawn",NA,NA
2030,"Jackson","All","All",0.4,"2030","precFawn",37.2350342479634,"Fawn",NA,NA
2031,"Jackson","All","All",0.4,"2030","precFawn",37.3744518319423,"Fawn",NA,NA
2032,"Jackson","All","All",0.4,"2030","precFawn",37.1920583468395,"Fawn",NA,NA
2033,"Jackson","All","All",0.4,"2030","precFawn",37.1751596242222,"Fawn",NA,NA
2034,"Jackson","All","All",0.4,"2030","precFawn",37.1528912120222,"Fawn",NA,NA
2035,"Jackson","All","All",0.4,"2030","precFawn",37.1441463614735,"Fawn",NA,NA
2026,"Jackson","All","All",0.5,"2030","precFawn",40.4278468723322,"Fawn",NA,NA
2027,"Jackson","All","All",0.5,"2030","precFawn",37.3648660884052,"Fawn",NA,NA
2028,"Jackson","All","All",0.5,"2030","precFawn",37.7603866958223,"Fawn",NA,NA
2029,"Jackson","All","All",0.5,"2030","precFawn",37.2853771665717,"Fawn",NA,NA
2030,"Jackson","All","All",0.5,"2030","precFawn",37.2217275155833,"Fawn",NA,NA
2031,"Jackson","All","All",0.5,"2030","precFawn",37.423233284318,"Fawn",NA,NA
2032,"Jackson","All","All",0.5,"2030","precFawn",37.1982142083135,"Fawn",NA,NA
2033,"Jackson","All","All",0.5,"2030","precFawn",37.1830005654878,"Fawn",NA,NA
2034,"Jackson","All","All",0.5,"2030","precFawn",37.152216641188,"Fawn",NA,NA
2035,"Jackson","All","All",0.5,"2030","precFawn",37.1449253109303,"Fawn",NA,NA
2026,"Jackson","All","All",0.6,"2030","precFawn",40.480420966309,"Fawn",NA,NA
2027,"Jackson","All","All",0.6,"2030","precFawn",37.4064651302005,"Fawn",NA,NA
2028,"Jackson","All","All",0.6,"2030","precFawn",37.7590114937917,"Fawn",NA,NA
2029,"Jackson","All","All",0.6,"2030","precFawn",37.2709064673831,"Fawn",NA,NA
2030,"Jackson","All","All",0.6,"2030","precFawn",37.2052930761346,"Fawn",NA,NA
2031,"Jackson","All","All",0.6,"2030","precFawn",37.463229333148,"Fawn",NA,NA
2032,"Jackson","All","All",0.6,"2030","precFawn",37.2041214146477,"Fawn",NA,NA
2033,"Jackson","All","All",0.6,"2030","precFawn",37.1879657228018,"Fawn",NA,NA
2034,"Jackson","All","All",0.6,"2030","precFawn",37.1563493547784,"Fawn",NA,NA
2035,"Jackson","All","All",0.6,"2030","precFawn",37.1457418582263,"Fawn",NA,NA
2026,"Jackson","All","All",0.7,"2030","precFawn",40.5379945572535,"Fawn",NA,NA
2027,"Jackson","All","All",0.7,"2030","precFawn",37.4434520357267,"Fawn",NA,NA
2028,"Jackson","All","All",0.7,"2030","precFawn",37.7504983737278,"Fawn",NA,NA
2029,"Jackson","All","All",0.7,"2030","precFawn",37.2430471584039,"Fawn",NA,NA
2030,"Jackson","All","All",0.7,"2030","precFawn",37.1808018407823,"Fawn",NA,NA
2031,"Jackson","All","All",0.7,"2030","precFawn",37.5065193095741,"Fawn",NA,NA
2032,"Jackson","All","All",0.7,"2030","precFawn",37.2071041241729,"Fawn",NA,NA
2033,"Jackson","All","All",0.7,"2030","precFawn",37.1939806842854,"Fawn",NA,NA
2034,"Jackson","All","All",0.7,"2030","precFawn",37.1576758287189,"Fawn",NA,NA
2035,"Jackson","All","All",0.7,"2030","precFawn",37.147027734434,"Fawn",NA,NA
2026,"Jackson","All","All",0.8,"2030","precFawn",40.5944828569392,"Fawn",NA,NA
2027,"Jackson","All","All",0.8,"2030","precFawn",37.4755186058595,"Fawn",NA,NA
2028,"Jackson","All","All",0.8,"2030","precFawn",37.7302971079734,"Fawn",NA,NA
2029,"Jackson","All","All",0.8,"2030","precFawn",37.2122267363126,"Fawn",NA,NA
2030,"Jackson","All","All",0.8,"2030","precFawn",37.149689657952,"Fawn",NA,NA
2031,"Jackson","All","All",0.8,"2030","precFawn",37.5466268783971,"Fawn",NA,NA
2032,"Jackson","All","All",0.8,"2030","precFawn",37.2135215175689,"Fawn",NA,NA
2033,"Jackson","All","All",0.8,"2030","precFawn",37.1992184363374,"Fawn",NA,NA
2034,"Jackson","All","All",0.8,"2030","precFawn",37.1594389811382,"Fawn",NA,NA
2035,"Jackson","All","All",0.8,"2030","precFawn",37.1505666486778,"Fawn",NA,NA
2026,"Jackson","All","All",0.9,"2030","precFawn",40.6556779892542,"Fawn",NA,NA
2027,"Jackson","All","All",0.9,"2030","precFawn",37.4984499648659,"Fawn",NA,NA
2028,"Jackson","All","All",0.9,"2030","precFawn",37.7072172533511,"Fawn",NA,NA
2029,"Jackson","All","All",0.9,"2030","precFawn",37.1704114086386,"Fawn",NA,NA
2030,"Jackson","All","All",0.9,"2030","precFawn",37.1153679466066,"Fawn",NA,NA
2031,"Jackson","All","All",0.9,"2030","precFawn",37.5858516483516,"Fawn",NA,NA
2032,"Jackson","All","All",0.9,"2030","precFawn",37.2167635853218,"Fawn",NA,NA
2033,"Jackson","All","All",0.9,"2030","precFawn",37.2058274187523,"Fawn",NA,NA
2034,"Jackson","All","All",0.9,"2030","precFawn",37.1628832674724,"Fawn",NA,NA
2035,"Jackson","All","All",0.9,"2030","precFawn",37.1494785631518,"Fawn",NA,NA
2026,"Jackson","All","All",1,"2030","precFawn",40.718875128038,"Fawn",NA,NA
2027,"Jackson","All","All",1,"2030","precFawn",37.5200427578835,"Fawn",NA,NA
2028,"Jackson","All","All",1,"2030","precFawn",37.6715957805501,"Fawn",NA,NA
2029,"Jackson","All","All",1,"2030","precFawn",37.1311921611323,"Fawn",NA,NA
2030,"Jackson","All","All",1,"2030","precFawn",37.0791756038422,"Fawn",NA,NA
2031,"Jackson","All","All",1,"2030","precFawn",37.6275980814168,"Fawn",NA,NA
2032,"Jackson","All","All",1,"2030","precFawn",37.2157429916608,"Fawn",NA,NA
2033,"Jackson","All","All",1,"2030","precFawn",37.2098765432099,"Fawn",NA,NA
2034,"Jackson","All","All",1,"2030","precFawn",37.1657836849769,"Fawn",NA,NA
2035,"Jackson","All","All",1,"2030","precFawn",37.1483694299228,"Fawn",NA,NA
2026,"Jackson","All","All",0.1,"2031","precFawn",40.2341028380324,"Fawn",NA,NA
2027,"Jackson","All","All",0.1,"2031","precFawn",37.1558901400364,"Fawn",NA,NA
2028,"Jackson","All","All",0.1,"2031","precFawn",37.7002463331777,"Fawn",NA,NA
2029,"Jackson","All","All",0.1,"2031","precFawn",37.2880252579501,"Fawn",NA,NA
2030,"Jackson","All","All",0.1,"2031","precFawn",37.2398758010174,"Fawn",NA,NA
2031,"Jackson","All","All",0.1,"2031","precFawn",37.1858116044163,"Fawn",NA,NA
2032,"Jackson","All","All",0.1,"2031","precFawn",37.2071117390792,"Fawn",NA,NA
2033,"Jackson","All","All",0.1,"2031","precFawn",37.1569935324811,"Fawn",NA,NA
2034,"Jackson","All","All",0.1,"2031","precFawn",37.1493504290899,"Fawn",NA,NA
2035,"Jackson","All","All",0.1,"2031","precFawn",37.1411534202232,"Fawn",NA,NA
2026,"Jackson","All","All",0.2,"2031","precFawn",40.2789831631767,"Fawn",NA,NA
2027,"Jackson","All","All",0.2,"2031","precFawn",37.2118280100706,"Fawn",NA,NA
2028,"Jackson","All","All",0.2,"2031","precFawn",37.7271581070858,"Fawn",NA,NA
2029,"Jackson","All","All",0.2,"2031","precFawn",37.2983940300561,"Fawn",NA,NA
2030,"Jackson","All","All",0.2,"2031","precFawn",37.2409406526617,"Fawn",NA,NA
2031,"Jackson","All","All",0.2,"2031","precFawn",37.1923957689651,"Fawn",NA,NA
2032,"Jackson","All","All",0.2,"2031","precFawn",37.2598952270082,"Fawn",NA,NA
2033,"Jackson","All","All",0.2,"2031","precFawn",37.165492314994,"Fawn",NA,NA
2034,"Jackson","All","All",0.2,"2031","precFawn",37.1558455841918,"Fawn",NA,NA
2035,"Jackson","All","All",0.2,"2031","precFawn",37.1432779762124,"Fawn",NA,NA
2026,"Jackson","All","All",0.3,"2031","precFawn",40.3275102145868,"Fawn",NA,NA
2027,"Jackson","All","All",0.3,"2031","precFawn",37.2679878411194,"Fawn",NA,NA
2028,"Jackson","All","All",0.3,"2031","precFawn",37.7447279240048,"Fawn",NA,NA
2029,"Jackson","All","All",0.3,"2031","precFawn",37.2998418728076,"Fawn",NA,NA
2030,"Jackson","All","All",0.3,"2031","precFawn",37.244666364049,"Fawn",NA,NA
2031,"Jackson","All","All",0.3,"2031","precFawn",37.1933557959449,"Fawn",NA,NA
2032,"Jackson","All","All",0.3,"2031","precFawn",37.3087601157777,"Fawn",NA,NA
2033,"Jackson","All","All",0.3,"2031","precFawn",37.1731057912618,"Fawn",NA,NA
2034,"Jackson","All","All",0.3,"2031","precFawn",37.1626311301485,"Fawn",NA,NA
2035,"Jackson","All","All",0.3,"2031","precFawn",37.1464988448976,"Fawn",NA,NA
2026,"Jackson","All","All",0.4,"2031","precFawn",40.3753711876364,"Fawn",NA,NA
2027,"Jackson","All","All",0.4,"2031","precFawn",37.3165471410286,"Fawn",NA,NA
2028,"Jackson","All","All",0.4,"2031","precFawn",37.7560008808632,"Fawn",NA,NA
2029,"Jackson","All","All",0.4,"2031","precFawn",37.2959566245602,"Fawn",NA,NA
2030,"Jackson","All","All",0.4,"2031","precFawn",37.2350342479634,"Fawn",NA,NA
2031,"Jackson","All","All",0.4,"2031","precFawn",37.185628742515,"Fawn",NA,NA
2032,"Jackson","All","All",0.4,"2031","precFawn",37.3572907108256,"Fawn",NA,NA
2033,"Jackson","All","All",0.4,"2031","precFawn",37.184123248101,"Fawn",NA,NA
2034,"Jackson","All","All",0.4,"2031","precFawn",37.168939963484,"Fawn",NA,NA
2035,"Jackson","All","All",0.4,"2031","precFawn",37.1484037963762,"Fawn",NA,NA
2026,"Jackson","All","All",0.5,"2031","precFawn",40.4278468723322,"Fawn",NA,NA
2027,"Jackson","All","All",0.5,"2031","precFawn",37.3648660884052,"Fawn",NA,NA
2028,"Jackson","All","All",0.5,"2031","precFawn",37.7603866958223,"Fawn",NA,NA
2029,"Jackson","All","All",0.5,"2031","precFawn",37.2853771665717,"Fawn",NA,NA
2030,"Jackson","All","All",0.5,"2031","precFawn",37.2217275155833,"Fawn",NA,NA
2031,"Jackson","All","All",0.5,"2031","precFawn",37.1799336072614,"Fawn",NA,NA
2032,"Jackson","All","All",0.5,"2031","precFawn",37.3993893977241,"Fawn",NA,NA
2033,"Jackson","All","All",0.5,"2031","precFawn",37.1910789632309,"Fawn",NA,NA
2034,"Jackson","All","All",0.5,"2031","precFawn",37.175966863685,"Fawn",NA,NA
2035,"Jackson","All","All",0.5,"2031","precFawn",37.1512687508762,"Fawn",NA,NA
2026,"Jackson","All","All",0.6,"2031","precFawn",40.480420966309,"Fawn",NA,NA
2027,"Jackson","All","All",0.6,"2031","precFawn",37.4064651302005,"Fawn",NA,NA
2028,"Jackson","All","All",0.6,"2031","precFawn",37.7590114937917,"Fawn",NA,NA
2029,"Jackson","All","All",0.6,"2031","precFawn",37.2709064673831,"Fawn",NA,NA
